name,degree,ecc,clos,betw,eigen,hub,trans,PR,triangles_numb,motif1,motif2,motif3,motif5,strength
ENSG00000114857,40,5,1.12575721244502e-05,31349.4271906462,4.76481852863352e-05,4.76481852862688e-05,0.314102564102564,2.89503296240425e-05,245,75545,85341,74966,27020,3962.5
ENSG00000114859,31,5,5.8195327962676e-06,12550.0,4.16403527919148e-05,4.16403527918636e-05,0.0924731182795699,2.71166369649772e-05,43,55821,183230,467130,276880,5748.8
ENSG00000114861,42,4,1.01585031242476e-05,0.0,4.91887714615114e-05,4.91887714614422e-05,0.157955865272938,2.63718728135644e-05,136,115870,145060,206820,104460,29805.0
ENSG00000114867,276,4,1.15256237667582e-05,11227.5694698444,0.000882664840914,0.0008826648409135,0.177971014492754,0.0001486133829903,6754,1466,8109,12738,455,1501.9
ENSG00000114902,548,4,9.96187590092717e-06,0.0,0.0901223113459697,0.0901223113459682,0.572018575107754,0.0003681322498028,85733,643,3161,3070,359,1129.1
ENSG00000114904,319,4,1.05136109206979e-05,139.03941326427,0.0064559772091965,0.0064559772091958,0.538100589499418,0.000108999788134,27293,170,1185,2850,5,283.9
ENSG00000114923,27,5,8.4999103259465e-06,0.0,0.0006919418932591,0.0006919418932591,0.783475783475784,1.5738181793563e-05,275,66066,99119,129070,63768,16218.0
ENSG00000114956,229,4,1.12949936070336e-05,44.5597884050458,0.0130688738961856,0.013068873896185,0.449053857350801,0.0001258841663513,11723,15735,30306,25756,2404,2170.0
ENSG00000114978,106,5,1.06189916417917e-05,61.2989440813694,0.000356034752292,0.0003560347522919,0.191734052111411,7.53736329014274e-05,1067,40432,19556,6305,1058,207.9
ENSG00000114982,25,5,3.33291560791078e-06,0.0,1.67630746445609e-05,1.67630746445188e-05,0.163333333333333,2.37232824594934e-05,49,15043,30300,47046,4663,5748.1
ENSG00000114988,37,5,2.69397422621012e-06,0.0,2.46329755537718e-05,2.46329755537108e-05,0.0765765765765766,4.78342044423199e-05,51,510,9773,5726,143,29.0
ENSG00000114993,211,4,9.91371105894293e-06,313.508786184176,0.0003746150686112,0.0003746150686109,0.246580907244414,0.0001329487832104,5463,5783,14395,20752,1346,4398.7
ENSG00000114999,17,5,6.12200044935485e-06,0.0,1.90021133739652e-05,1.9002113373936e-05,0.110294117647059,1.80299386122091e-05,15,279,5859,7250,278,716.0
ENSG00000115020,247,4,9.78274480340597e-06,0.0,0.0059041094040051,0.0059041094040046,0.379809749514499,0.0001113824969182,11539,1,364,580,0,39.7
ENSG00000115041,40,5,6.09139158449863e-06,12536.0,0.0001171508746412,0.0001171508746412,0.192307692307692,2.77210089195852e-05,150,1128,10184,15671,289,916.1
ENSG00000115042,7,5,1.99406725111447e-06,0.0,0.0002727360826022,0.0002727360826022,0.285714285714286,1.47777111291003e-05,6,35627,16662,22482,1567,1499.6
ENSG00000115053,787,4,1.17282242061165e-05,31546.9647221046,0.0062110972173953,0.0062110972173938,0.168039160531668,0.0007403930065387,51973,1626,3295,3506,45,306.4
ENSG00000115073,71,5,1.13093898471084e-05,731.782765782953,0.0003648490169839,0.0003648490169837,0.204828973843058,4.59639661213497e-05,509,110,3291,6292,31,458.1
ENSG00000115084,13,5,9.9432835108541e-06,0.0,0.0002713702294347,0.0002713702294347,0.0769230769230769,2.39127534327673e-05,6,621,3401,5240,44,547.0
ENSG00000115085,218,4,1.01093937497662e-05,58.5372216771814,0.0038687585743947,0.0038687585743943,0.405318564241322,5.07859889622611e-05,9587,4817,8522,11949,398,1037.6
ENSG00000115091,276,4,1.14854737470784e-05,4496.0045595807,0.0021279003893832,0.0021279003893827,0.15262187088274,0.0001638525076695,5792,135400,324120,252700,62556,28068.0
ENSG00000115107,32,5,8.84559657356931e-06,39640.1002024479,7.37075234380484e-05,7.37075234379968e-05,0.0403225806451613,2.38328049474186e-05,20,378,1500,2469,951,686.9
ENSG00000115109,297,4,1.14324257892661e-05,14306.3779290434,0.0004933504304439,0.0004933504304434,0.178701428701429,0.0001778784546212,7855,843,4137,4014,125,651.8
ENSG00000115112,123,5,1.01975988733693e-05,22.9117074459597,0.0001582697006966,0.0001582697006964,0.186058909769426,7.98225521652532e-05,1396,41072,53501,109500,9094,5085.6
ENSG00000115128,272,4,1.13938689591131e-05,1489.35800143999,0.0012655407112096,0.0012655407112091,0.335386368569568,0.0002289715590077,12361,3741,16123,26341,1607,2010.5
ENSG00000115129,11,5,3.25273913162296e-06,0.0,0.0152885580211762,0.015288558021176,0.127272727272727,2.14448437979758e-05,7,5649,13530,18158,989,865.6
ENSG00000115137,126,5,1.03771685688017e-05,0.0,6.85859391943298e-05,6.858593919412e-05,0.823238095238095,4.79219060751295e-05,6483,1314,3832,5044,48,3501.3
ENSG00000115145,227,4,1.13876798968732e-05,5098.53080537696,0.0005853503097035,0.0005853503097031,0.24724182293088,0.0001436263218962,6342,108100,124330,136960,44192,4678.3
ENSG00000115159,123,4,1.124309252503e-05,0.0,0.0091483428837299,0.0091483428837296,0.287618286018926,6.76933880455082e-05,2158,164570,294890,203690,158300,18858.0
ENSG00000115163,359,4,1.12351597583542e-05,174125.306553289,0.0003639699150878,0.0003639699150872,0.142730427475452,8.77294147559668e-05,9172,7551,9965,10751,891,35.0
ENSG00000115165,62,5,1.02780732723844e-05,276.067145054562,8.95515401979121e-06,8.95515401968981e-06,0.280274986779482,2.29316980301713e-05,530,10183,21823,24261,1106,5361.8
ENSG00000115170,536,4,1.07589121448752e-05,8618.15919570911,0.0087129747372515,0.0087129747372505,0.25322918119682,0.0002721030540696,36308,479,3939,4934,94,748.2
ENSG00000115183,18,5,1.02109792533324e-05,0.0,2.35382230897775e-05,2.3538223089746e-05,0.287581699346405,1.74484749652977e-05,44,29164,60242,68279,10612,3336.9
ENSG00000115204,53,5,1.04149199977921e-05,445.615346432646,0.0010069511560251,0.0010069511560251,0.124092888243832,4.48169603665346e-05,171,42847,86714,59564,9714,11352.0
ENSG00000115207,56,5,1.03464187940628e-05,59.3758992885816,5.92038868314205e-05,5.92038868313248e-05,0.19025974025974,4.05351823212715e-05,293,97048,264200,229350,53510,13149.0
ENSG00000115211,89,4,9.66771110172272e-06,37.4563167387106,0.0002561451513211,0.000256145151321,0.192288049029622,5.43910258812174e-05,753,96183,175780,123700,180480,10590.0
ENSG00000115216,137,5,1.13325748063263e-05,53.1404079146187,0.0003629868716225,0.0003629868716223,0.2174753112924,7.01937154641381e-05,2026,204,2918,5170,27,431.7
ENSG00000115221,91,5,5.67062514105689e-06,0.0,9.96973598201824e-05,9.96973598200318e-05,0.347741147741148,3.93299124713974e-05,1424,3301,9481,10259,885,3695.0
ENSG00000115233,445,4,1.14881522685654e-05,6128.51254901312,0.0042548972848982,0.0042548972848974,0.116418665856868,0.0002710317128305,11501,11053,22930,32025,2922,4713.5
ENSG00000115234,122,4,1.04776882866779e-05,2358.48935411704,0.0007567689363006,0.0007567689363003,0.225579189811679,0.0001022337401926,1665,6147,9649,8223,2292,99.0
ENSG00000115239,92,5,9.60190501795557e-06,0.0,0.0005077485920344,0.0005077485920342,0.103917821309126,5.26944573421813e-05,435,1073,6203,8753,213,644.7
ENSG00000115241,791,4,1.10096146965145e-05,18593.4295259958,0.0269358767318726,0.026935876731871,0.166874169853894,0.0002548730729595,52139,29028,54631,62851,14908,18624.0
ENSG00000115252,328,4,1.13969595191395e-05,3151.37108742656,0.0328423997278206,0.0328423997278198,0.631050943536958,0.0001333720632066,33842,60988,65286,25988,10608,741.3
ENSG00000115255,29,5,1.12356899443946e-05,0.0,0.0001051978463283,0.0001051978463283,0.0541871921182266,2.43258307883449e-05,22,12757,26484,37065,2892,6892.7
ENSG00000115257,7,5,7.81901788443919e-06,0.0,3.92908770921769e-07,3.92908770910336e-07,0.0952380952380952,1.42925531860916e-05,2,3689,15689,23304,956,5601.3
ENSG00000115267,71,5,1.12984009373154e-05,1099.28020749737,0.0001531396007894,0.0001531396007893,0.228169014084507,3.73905320553473e-05,567,43092,64641,111820,27527,6084.4
ENSG00000115268,266,4,1.06539728131922e-05,5047.26078757916,0.0028315792761993,0.0028315792761988,0.192282593275642,0.0002269079886399,6777,27235,53869,57503,10166,2362.9
ENSG00000115271,30,5,4.89716684206712e-06,0.0,2.07242231569325e-05,2.07242231568819e-05,0.0919540229885057,2.56999531356783e-05,40,3148,16382,25303,2417,5368.9
ENSG00000115275,146,4,1.13015676404474e-05,0.0,0.0009860643262589,0.0009860643262587,0.230514879546528,4.8774632252313e-05,2440,112480,187230,310680,159820,4646.1
ENSG00000115282,4,5,3.14118594218776e-06,0.0,1.22661996272751e-06,1.22661996272096e-06,0.0,1.32862010814194e-05,0,1024,3650,7303,131,453.4
ENSG00000115286,574,4,1.05890811748374e-05,1437.42734656415,0.057591828114545,0.0575918281145437,0.541790563754553,0.00023714729669,89098,7813,17079,14093,1072,1219.2
ENSG00000115290,269,4,1.13447628036993e-05,2638.02117603397,0.0004733258475438,0.0004733258475433,0.337346723630916,7.96470356991452e-05,12160,16,1145,1622,5,103.9
ENSG00000115295,79,5,9.45582663309218e-06,0.0,8.50195982493407e-05,8.50195982492062e-05,0.303148328464784,3.83758057396659e-05,934,2341,8805,11162,188,1168.8
ENSG00000115306,587,4,1.16928430446292e-05,22611.9113905305,0.0023236576480672,0.0023236576480662,0.145647155955835,0.0003982812097401,25050,78,1135,1841,13,406.5
ENSG00000115307,135,5,1.04395902669612e-05,2956.97231339881,0.0002380195746995,0.0002380195746993,0.12791597567717,8.70174467677222e-05,1157,3748,9595,11804,2250,866.1
ENSG00000115310,170,4,1.1431210405145e-05,6871.81126421264,0.0032753053079753,0.003275305307975,0.0878524190741385,0.0003132811434606,1262,57697,171820,164530,39343,6759.6
ENSG00000115317,117,4,1.07543996248866e-05,12841.5684205292,0.0006480221850892,0.000648022185089,0.161066902446213,6.10752485178782e-05,1093,103680,301570,270410,88060,13380.0
ENSG00000115318,14,5,1.01604022706467e-05,47.0,4.43790620454008e-05,4.4379062045375e-05,0.0989010989010989,1.78110164640698e-05,9,10982,19775,28897,1959,2892.6
ENSG00000115325,307,4,1.1030685159978e-05,5343.37434261819,0.0004468867997815,0.000446886799781,0.26395009686828,7.52783612544053e-05,12398,16435,23653,28285,12739,8112.4
ENSG00000115339,23,5,1.12422330222607e-05,0.0,2.60176032959444e-05,2.60176032959067e-05,0.458498023715415,2.02004538173764e-05,116,19213,29298,27800,2584,1162.0
ENSG00000115350,147,5,1.02472455403987e-05,0.0,0.0014892128289706,0.0014892128289703,0.331842325971484,5.34610628099205e-05,3561,1328,3275,3130,127,1557.2
ENSG00000115361,361,4,1.12499606251378e-05,0.0,0.0657700549116429,0.0657700549116418,0.595690981840566,0.0001734188952078,38708,167,1489,907,56,385.1
ENSG00000115363,6,5,2.85335197523315e-06,0.0,2.28804913142867e-05,2.2880491314276e-05,0.266666666666667,1.50183400031655e-05,4,3518,6325,11414,193,370.2
ENSG00000115364,55,5,9.60593569978761e-06,0.0,0.0002974057231281,0.000297405723128,0.357575757575758,6.15588558745935e-05,531,218,2272,1034,12,303.7
ENSG00000115365,50,5,1.13016059582067e-05,734.962358399226,0.0001650439540407,0.0001650439540406,0.136326530612245,3.94824477628563e-05,167,2143,7279,9094,153,1145.5
ENSG00000115368,23,5,1.03447919145106e-05,123.945614737264,2.64544480889978e-05,2.64544480889599e-05,0.114624505928854,2.37077311504493e-05,29,2714,3253,1871,92,94.9
ENSG00000115380,151,4,1.05265928050738e-05,15083.2048138705,0.0007748580419119,0.0007748580419117,0.137306843267108,0.0001090352562543,1555,114640,197470,203350,186590,6178.3
ENSG00000115392,64,5,9.48637898273765e-06,0.0,7.7415863771047e-05,7.74158637709399e-05,0.141369047619048,3.26027809574994e-05,285,296,4354,5952,108,509.4
ENSG00000115414,1113,4,1.1823517449147e-05,164954.657176544,0.0051947964910536,0.0051947964910518,0.082063190418016,0.0003629212211965,50783,15778,29455,42319,3310,4239.7
ENSG00000115415,718,4,1.12191137797643e-05,45992.2519859516,0.0034254159963359,0.0034254159963347,0.153879325415788,0.0003408444379772,39609,15115,16060,18871,2549,2565.8
ENSG00000115419,168,5,1.07868348837611e-05,7196.66828986161,0.0434261694332975,0.0434261694332969,0.370473339036213,0.00022901823985,5197,4545,9733,11152,1564,1714.6
ENSG00000115421,942,4,4.99691690227117e-06,0.0,0.0086634745199256,0.0086634745199239,0.196815963502711,0.000193831832517,87231,790,4246,4373,84,793.7
ENSG00000115425,616,4,1.14044331312468e-05,3659.50966320562,0.0573597124133375,0.0573597124133362,0.681976560025341,0.0002023610677358,129180,5043,14376,3370,939,413.5
ENSG00000115446,13,5,1.83741993901972e-06,0.0,0.0001779086321872,0.0001779086321871,0.0769230769230769,2.35311604501676e-05,6,7238,26727,33791,3167,102.0
ENSG00000115457,64,4,1.12708948301533e-05,5108.77883367129,9.66095478766555e-05,9.66095478765473e-05,0.25297619047619,3.71640602329865e-05,510,39502,21103,20625,2403,1056.6
ENSG00000115459,2,5,3.86151375973229e-06,0.0,1.01517739587582e-06,1.01517739587248e-06,0.0,1.29823276775564e-05,0,1311,8672,14192,201,1422.6
ENSG00000115461,220,4,1.02175416799069e-05,1385.85828832394,0.0003742272452865,0.0003742272452861,0.188875051888751,0.0002021176612317,4550,717,4022,10154,48,1611.2
ENSG00000115464,78,5,1.0186992433102e-05,2956.37567825528,0.0001982348462057,0.0001982348462056,0.158175158175158,5.64552560566445e-05,475,185,1964,5391,54,294.1
ENSG00000115468,30,5,1.12649655066756e-05,743.12174868404,7.47162152396312e-05,7.47162152395793e-05,0.142528735632184,5.51632487020504e-05,62,162,2279,3077,57,195.2
ENSG00000115484,416,4,1.16616987829851e-05,16240.4866990552,0.0053962433729172,0.0053962433729164,0.185681186283596,0.0003461935692625,16028,3638,9140,14645,401,1272.6
ENSG00000115486,29,5,4.72742606778364e-06,0.0,1.77573351945519e-05,1.77573351945048e-05,0.214285714285714,2.587236854807e-05,87,12337,20718,37005,9431,3995.0
ENSG00000115488,268,4,1.07923646178801e-05,20126.6213239767,0.0208442764282787,0.020844276428278,0.725753256190955,4.85109227890567e-05,25966,1287,6161,8867,294,1539.5
ENSG00000115504,49,5,1.01738818140845e-05,0.0,0.0002515938390187,0.0002515938390187,0.227040816326531,3.55871873656313e-05,267,319,592,489,368,299.3
ENSG00000115514,105,4,1.05845755214756e-05,495.475467645953,0.0001888994145686,0.0001888994145684,0.126190476190476,8.07894422981697e-05,689,543,2452,2790,49,1282.5
ENSG00000115520,11,5,1.97187981077057e-06,0.0,5.26457628507859e-05,5.2645762850767e-05,0.145454545454545,2.03922011719492e-05,8,1911,7737,9603,716,57.0
ENSG00000115524,390,4,1.14577986360636e-05,2182.2323198635,0.001510288726357,0.0015102887263563,0.199156285017468,0.0003024123834045,15107,89068,238180,303010,220550,5512.6
ENSG00000115525,94,5,9.8128011916666e-06,229.552537637561,0.0003104581341405,0.0003104581341403,0.156028368794326,2.80289950167002e-05,682,62,1634,4182,8,240.8
ENSG00000115526,23,5,1.05044554647854e-05,8721.90483227079,0.0001150315722733,0.0001150315722733,0.122529644268775,1.93211065954646e-05,31,273,1937,3880,40,897.7
ENSG00000115540,170,4,1.04426863601808e-05,63.0813898241808,0.0005128379762674,0.0005128379762671,0.130038287504351,9.20259629325603e-05,1868,12063,15682,14485,2820,34.0
ENSG00000115541,212,5,1.04161024611167e-05,399.861130191846,0.0052804452396328,0.0052804452396324,0.135652329428597,0.0002333241310188,3034,29,449,816,5,39.8
ENSG00000115548,20,5,3.33142997634034e-06,0.0,3.79785146394609e-05,3.79785146394269e-05,0.168421052631579,2.12665339383605e-05,32,194,427,380,67,304.3
ENSG00000115556,366,4,1.04785995561265e-05,0.0,0.0219363413697563,0.0219363413697554,0.638625645632158,6.04120697387413e-05,42657,0,115,1403,0,1.0
ENSG00000115568,9,5,4.55258762251573e-06,0.0,2.06119057912246e-05,2.0611905791209e-05,0.0277777777777778,1.63734545434034e-05,1,45739,90554,99534,14927,10911.0
ENSG00000115590,64,5,1.13367759342921e-05,35496.1642058554,0.0001319966566886,0.0001319966566885,0.104166666666667,2.95787507038304e-05,210,1246,2737,3762,174,937.9
ENSG00000115592,19,5,6.96834975541079e-06,0.0,4.87445072619086e-05,4.87445072618758e-05,0.274853801169591,1.72115822488597e-05,47,29410,61641,91911,44447,5967.1
ENSG00000115594,141,5,1.09039244314421e-05,5257.42528208365,0.0001280871252265,0.0001280871252263,0.261702127659574,5.14397300845642e-05,2583,26,2173,3582,19,313.0
ENSG00000115596,25,5,9.85368266609122e-06,1065.20833333333,9.04490062847061e-07,9.04490062806753e-07,0.223333333333333,1.99782184894096e-05,67,82215,127180,33484,29516,557.2
ENSG00000115602,51,5,9.72434402006329e-06,0.0,0.0001118980160232,0.0001118980160231,0.274509803921569,3.27324447529595e-05,350,97866,135440,139420,134200,18796.0
ENSG00000115616,396,4,6.79377825787158e-06,0.0,0.0198259187334172,0.0198259187334164,0.537757320035801,9.25616177213925e-05,42058,2230,2813,2455,58,216.8
ENSG00000115641,355,4,1.14307138709427e-05,18892.4546406645,0.000617606429375,0.0006176064293744,0.160133683456672,0.0001021443521879,10062,40172,72105,71973,22019,12724.0
ENSG00000115648,52,5,1.03899450268009e-05,48407.3080939637,0.0004520189943391,0.000452018994339,0.0965309200603318,3.57443148963354e-05,128,30148,52478,66816,7063,11707.0
ENSG00000115649,5,5,1.57754957646751e-06,0.0,0.0002309449107466,0.0002309449107466,0.1,1.76541487107034e-05,1,54,1323,2663,93,216.7
ENSG00000115652,331,4,1.04095859795368e-05,0.0,0.0333693241493842,0.0333693241493834,0.489792181635082,0.0001719341476783,26750,3411,6926,8324,1001,1336.7
ENSG00000115657,24,5,1.01739439191864e-05,210.47847701253,0.0001234142844513,0.0001234142844513,0.0507246376811594,2.11972541540436e-05,14,16146,34460,43228,4794,172.0
ENSG00000115661,283,4,1.03982206564813e-05,215.435969249831,0.0081537151487238,0.0081537151487232,0.3409768689071,0.0001347497323658,13606,3688,13660,20007,1633,1290.0
ENSG00000115677,224,5,1.12448877928872e-05,0.0,0.00156698334902,0.0015669833490196,0.107463164638053,0.0001475732971595,2684,50,578,592,5,175.4
ENSG00000115685,64,5,1.12419676141397e-05,499.963657156694,0.0002573934482198,0.0002573934482197,0.13343253968254,5.41092489695037e-05,269,4062,7201,11797,448,473.9
ENSG00000115687,345,4,1.05270249785249e-05,16942.919298281,0.0046865350961458,0.0046865350961452,0.413565891472868,8.6335412617524e-05,24541,977,2576,2683,18,321.7
ENSG00000115694,426,4,1.13725793464861e-05,207.240953141912,0.0081303944561614,0.0081303944561605,0.492747859707263,0.0001716160431849,44606,3,877,2330,0,38.9
ENSG00000115705,1253,4,1.06778627617009e-05,95526.6294058766,0.0700379989506687,0.070037998950666,0.37025770738088,0.0002124090902029,290422,1190,5489,6701,99,1388.0
ENSG00000115718,101,5,1.02939859445916e-05,25.7319244067636,7.99637590435037e-05,7.99637590433363e-05,0.322178217821782,3.78987883840879e-05,1627,39,2143,4006,6,265.2
ENSG00000115738,94,4,1.07971888439126e-05,876.793254824123,0.0002161336437514,0.0002161336437513,0.139556165637154,7.17678794800138e-05,610,67911,97464,81158,56728,3432.8
ENSG00000115750,64,4,9.8849881627267e-06,21.9094647746032,0.000118152067793,0.0001181520677929,0.290178571428571,4.35724378986376e-05,585,82813,114860,54331,26932,2139.7
ENSG00000115756,34,5,3.21989223664676e-06,0.0,0.0004948454049882,0.0004948454049882,0.183600713012478,3.00495287133636e-05,103,6747,16321,23890,1168,3288.8
ENSG00000115758,126,5,1.07715673707681e-05,162.246285795763,0.0025957351922009,0.0025957351922006,0.197079365079365,8.47366454981907e-05,1552,46179,166950,522830,308330,3286.2
ENSG00000115760,172,4,1.12947894877135e-05,3038.4692516171,0.0003827584967533,0.000382758496753,0.117707058343533,8.54720787464041e-05,1731,59481,157540,167910,28559,13599.0
ENSG00000115761,64,5,1.02349745456183e-05,0.0,0.0001424668627683,0.0001424668627681,0.389384920634921,4.24029415924082e-05,785,4,746,745,2,91.4
ENSG00000115762,70,5,9.66564597445178e-06,0.0,0.0001002690608754,0.0001002690608752,0.277432712215321,8.78553045097279e-05,670,456,1133,1363,8,387.9
ENSG00000115806,176,5,1.12962312383719e-05,72118.5754077212,0.0010648511797698,0.0010648511797695,0.0776623376623377,8.73499296618083e-05,1196,18,586,709,1,43.5
ENSG00000115808,116,5,1.13378941902363e-05,1538.65580878361,0.0003959975421307,0.0003959975421305,0.204197901049475,5.95214623070658e-05,1362,192,1261,1904,38,12.0
ENSG00000115816,150,4,1.13104643284921e-05,796.626182656486,0.0002792129981991,0.0002792129981988,0.231767337807606,8.81204578883183e-05,2590,13567,31598,32037,2605,4980.5
ENSG00000115825,351,4,1.02656651483748e-05,138.966443352684,0.0061806435072221,0.0061806435072215,0.461505901505902,0.0001117496074895,28348,268,3882,4637,41,496.4
ENSG00000115827,19,5,9.58903321449326e-06,0.0,7.79329374868587e-06,7.79329374865517e-06,0.701754385964912,2.0247987632211e-05,120,531,4100,10582,39,934.8
ENSG00000115839,64,5,1.13215279987048e-05,10507.7693034043,0.0004066588595668,0.0004066588595667,0.145833333333333,4.43375636080591e-05,294,206,3388,4994,25,1033.1
ENSG00000115840,556,4,1.12589029775295e-05,1788.90744211328,0.0346301859197392,0.0346301859197383,0.488690128977899,0.0001792217005903,75400,17965,33245,34774,4735,2653.5
ENSG00000115841,10,5,1.12477588840424e-05,0.0,1.22627220864903e-05,1.22627220864741e-05,0.244444444444444,1.56201995608232e-05,11,254,2629,2542,16,1327.1
ENSG00000115850,305,4,1.09781173187485e-05,125965.173547107,0.0211902011140389,0.0211902011140382,0.592083692838654,5.50729463666263e-05,27449,93276,196680,193700,40602,5038.9
ENSG00000115866,134,5,1.85872120352954e-06,0.0,0.0070183873976759,0.0070183873976755,0.625855683986085,7.49937038935897e-05,5577,3435,8768,9507,687,1403.0
ENSG00000115875,255,4,1.13784024267856e-05,2585.87391648845,0.0008445182569746,0.0008445182569742,0.300293345684731,0.0001521283663191,9725,769,6075,10129,70,822.8
ENSG00000115884,140,4,1.03233159316638e-05,314.704161583283,0.0003405858312743,0.000340585831274,0.133401849948613,7.68541001407641e-05,1298,11427,22610,24691,15309,3894.3
ENSG00000115896,348,4,1.04698666767177e-05,0.0,0.0307292029761281,0.0307292029761272,0.657093643380039,0.0001306129080161,39674,1595,4467,5102,83,818.9
ENSG00000115902,100,5,7.77929214664864e-06,0.0,0.0031602196603657,0.0031602196603655,0.556363636363636,4.06847824815493e-05,2754,481,2260,3700,32,204.9
ENSG00000115904,484,4,1.14031846814178e-05,5695.95577325295,0.0008476769203669,0.000847676920366,0.256292455897199,0.0001961208302144,29957,1217,17566,36095,12060,37407.0
ENSG00000115919,319,4,1.06561639514761e-05,2447.77824338482,0.0239203793144704,0.0239203793144696,0.542043729421739,8.73811987651407e-05,27493,3551,12616,16780,1934,2293.3
ENSG00000115935,118,4,1.12987328471112e-05,13337.8658239521,0.0002679556100387,0.0002679556100385,0.28060263653484,4.52507063060889e-05,1937,0,261,220,0,22.7
ENSG00000115942,100,4,1.12776188886584e-05,1974.44528320781,0.000115079532969,0.0001150795329689,0.25010101010101,4.64259685919869e-05,1238,21872,46546,55300,6723,6813.4
ENSG00000115944,58,5,1.12395795048516e-05,0.0,0.0023772141637183,0.0023772141637182,0.252268602540835,6.71990215569598e-05,417,1305,2228,5132,40,440.5
ENSG00000115946,120,4,1.13043655198765e-05,0.0,0.0002598497027041,0.0002598497027039,0.227731092436975,6.96631907070073e-05,1626,11942,22397,23638,3727,1320.1
ENSG00000115947,83,4,9.70787075329194e-06,0.0,0.0003230156288405,0.0003230156288404,0.205406993828974,6.35485942923763e-05,699,726,2468,4388,17,369.7
ENSG00000115956,495,4,1.11043374652573e-05,103265.507430626,0.0004193796260628,0.000419379626062,0.135149061464851,0.0001032078885635,16524,3468,10134,12844,709,1184.4
ENSG00000115963,282,5,1.05856287387118e-05,448.704644212016,0.0002246283390779,0.0002246283390774,0.425229045203301,8.27905235535647e-05,16848,20,675,1175,1,209.7
ENSG00000115966,491,4,1.16099250927633e-05,6500.16338476214,0.0052288510320095,0.0052288510320086,0.172334677251756,0.000280886927423,20731,367,4462,6359,116,698.3
ENSG00000115970,39,5,9.55096154305335e-06,0.0,0.0002767308859673,0.0002767308859672,0.120107962213225,2.74245923547783e-05,89,84,2185,3093,216,284.9
ENSG00000115977,354,4,1.01315377546689e-05,118.55,0.0056834353920653,0.0056834353920646,0.40748387509803,0.0001082261588919,25460,205,3270,3657,26,1295.5
ENSG00000115993,39,5,1.01988053119458e-05,0.0,2.98438965780695e-05,2.98438965780033e-05,0.114709851551957,3.06020630362798e-05,85,3,1143,1113,3,53.8
ENSG00000115998,2,5,4.20526751809351e-06,0.0,1.65774451043479e-06,1.65774451043154e-06,0.0,1.23155380086854e-05,0,7111,16223,23825,847,1842.8
ENSG00000116001,238,4,1.05851021038949e-05,5956.81743382816,0.0003708477220961,0.0003708477220957,0.222635889798958,0.0001358989144407,6279,19237,38860,45748,7733,3291.2
ENSG00000116005,282,4,1.13962321777174e-05,423.219822675657,0.0528601104954041,0.0528601104954031,0.666893818934403,0.0001590385658486,26423,4573,9852,12656,313,1426.3
ENSG00000116016,202,4,1.05404177589175e-05,1223.84615766275,0.0006148688306425,0.0006148688306421,0.172109748288262,0.000140637107305,3494,21021,32563,35360,3244,881.0
ENSG00000116017,54,4,1.12430040407357e-05,12504.7166666667,9.8410792951e-05,9.84107929509069e-05,0.201956673654787,2.68605122100506e-05,289,198,2799,4051,30,576.5
ENSG00000116030,827,4,1.16946207083666e-05,19122.8187646961,0.0049850249142999,0.0049850249142984,0.144072188340833,0.0006888064425114,49208,63315,91015,85798,16592,5773.1
ENSG00000116039,102,5,1.01515834439856e-05,212.860398391387,0.0012328292460804,0.0012328292460802,0.0827023878858474,8.90953023661076e-05,426,12227,18953,24043,1291,1436.2
ENSG00000116044,155,5,9.511336085914e-06,0.0,0.0005147328814933,0.000514732881493,0.302639296187683,0.0001454642797781,3612,25970,47565,53876,7119,4176.9
ENSG00000116062,235,4,1.07068788484538e-05,4431.99082985617,0.0008664111609022,0.0008664111609018,0.197999636297509,8.93308769890037e-05,5444,2672,8066,10706,505,3196.3
ENSG00000116095,6,5,4.37906212750571e-06,0.0,6.23469734014602e-06,6.2346973401362e-06,0.133333333333333,1.46403121534762e-05,2,7909,24753,22430,1356,3194.7
ENSG00000116096,408,4,1.00544246003618e-05,0.0,0.0271996171440631,0.0271996171440623,0.527123380064557,0.0001482448603377,43766,10,531,267,0,181.9
ENSG00000116106,433,4,1.08994320305969e-05,8388.45558694445,0.0051287322130044,0.0051287322130036,0.350643657514327,0.000111529794901,32795,475,1987,4710,46,344.5
ENSG00000116117,64,5,1.02841510947479e-05,0.0,3.97820202637493e-05,3.97820202636449e-05,0.347222222222222,3.49200654244805e-05,700,302,2614,1687,306,464.3
ENSG00000116120,277,4,1.13175430972041e-05,1220.24937582957,0.0048350042544902,0.0048350042544897,0.251164129126772,0.0001075540694615,9601,2538,7700,9650,140,1890.8
ENSG00000116127,74,5,1.02149532614814e-05,0.0,0.0001833349246644,0.0001833349246643,0.16068122917438,3.1784252598686e-05,434,103800,250000,282050,132300,9268.9
ENSG00000116128,56,5,1.01969957611089e-05,0.0,0.0001083936396309,0.0001083936396308,0.231818181818182,3.0376761046034e-05,357,364180,312260,177480,113200,50079.0
ENSG00000116132,145,5,1.04664586632447e-05,25002.9174600974,7.08736929930154e-05,7.08736929927792e-05,0.250478927203065,4.11760708920907e-05,2615,6833,14776,16262,942,2483.2
ENSG00000116133,468,4,1.03139249331915e-05,12112.04375,0.0325657810706984,0.0325657810706975,0.621158879188858,0.0001395793727359,67879,3065,10297,11818,256,2342.0
